CID,SMILES
CID15979,CC(C)CCCC(C)CCCC(C)CCCC(C)C
CID15984303,CC1=CCC(C1(C)C)/C=C/C(C)(C)C(C)O
CID160064,CCCCC(CC)COC(=O)CCCCCC(C)C
CID160065,CCC(C)(CCC1=CC=CC=C1)OC(=O)C
CID16058296,CC(C)[C@@H](CCC(=O)C)/C=C/C(=C)C
CID16063533,CC1=CCC(C1(C)C)C(=C)CC(C)CO
CID16063567,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C1)(C)C
CID16063805,CCCOC(=O)[C@H](C)OC(C)(C)CC
CID160641,CCOC(=O)C(C)C1CCCCC1
CID16070752,CCC(C)C1(COC(OC1)C2CCC(=CC2C)C)C
CID160799,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C
CID16133895,[O-]P(=O)=O.[K+]
CID161528,CCCCC=CCC(=O)OCC
CID1616260,C/C=C\C(=O)C1=C(CCCC1(C)C)C
CID161675,CC(=O)OCC1CCC2C1C3CCC2C3
CID161676,C1CC2CC1C3C2C(CC3)C=O
CID161936,CCC(C)C1CCCCC1(C#C)OC(=O)C
CID161949,CC1(CCCCCCCCCCC1)OC
CID161960,CCCCC1COCC(C1OC(=O)C)C
CID161993,CCCC1C2CC(C1C=O)C=C2
CID162002,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC=O
CID162027,CCOC(C)OC(C)(CCC=C(C)C)C=C
CID162030,CCCCCC1C(CCC1=O)CC(=O)C
CID16204499,CSC/C(=C/C1=CC=CC=C1)/C=O
CID16204527,CC1CC(=CC(C1C=O)C)C.CC1C=C(CC(C1C)C=O)C
CID16204529,CC(C)CC(=O)OCCC(C)CCCC(=C)C
CID16204530,O.O.O.OP(=O)([O-])[O-].[Mg+2]
CID16204532,C1CCC(CC1)CC2=NC=CN=C2
CID162048,CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C
CID162053,CC(CCCC(C)(C)OC)C(C)O
CID16205339,CC(CC(=C)C)OC(=O)C1=CC=CC=C1O
CID16205456,C/C=C(/C)\C(=O)OCCC(C)C=C
CID16205756,C/C=C/C(=O)OC(C)(C)CC1=CC=CC=C1
CID16205802,CCCC(=O)OC1=C(OC=CC1=O)CC
CID16205867,CCCCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C
CID16205868,CCCC(=O)OC1CC(CC=C1C)C(=C)C
CID162061,COCOC1CCCCCCCCCCC1
CID16206258,CC1CCC(C(C1)C(C)(C)C)OC(=O)C
CID162105,CC(C)(CCCC1=CCCC(C1)C=O)O
CID16211214,B1(OB2OB(OB(O1)O2)[O-])[O-].O.O.O.O.O.O.O.O.O.O.[Na+].[Na+]
CID16211283,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.O.Cl
CID16211421,O.O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O
CID16211610,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.O.OS(=O)(=O)O
CID16212939,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O.O.[Fe]
CID16217806,C[S+](C)CC[C@@H](C(=O)O)N.[Cl-]
CID162184,CC1CCC(C2(C1)OCC(O2)CO)C(C)C
CID16218600,CCCCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O
CID16220103,CCCCCCC(CCO)O.CCCCCCC(CCOC(=O)C)OC(=O)C
CID16220105,CCC1=NC(=CN=C1)C.CCC1=NC=C(N=C1)C
CID16220109,CC/C=C\CCOC(=O)/C(=C\C)/C
CID16220110,CC/C=C\CCOC(=O)/C=C/C
CID16220111,C[C@@H]1CC[C@@H]2[C@@]13C[C@H](C2(C)C)C(=C(C3)C(=O)C)C
CID162239,CCCOC(=O)C(C)CC
CID162248,CCC(C)C1CCCCC1(C=C)OC(=O)C
CID162249,CCCCCCC1C(CCC1=O)C(=O)OC
CID162275,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2
CID162292,CC1=C(SC=N1)C(=O)C
CID162293,CCC1=C(N=C(S1)C)C
CID162297,C1CCCCCC2=C(CCCC1)N=CO2
CID162309,CC(=CCCC(=CCCC1=CC=NC=C1)C)C
CID1623625,CCCCC/C(=C\C1=CC=CC=C1)/C=O
CID162363,CCCCCCC=C1CCCC1=O
CID16237,CCOC(=O)CCC1=CC=CC=C1
CID162392,C=CCCCCCCCC=O
CID162409,COC(=O)C=C1CCCC1
CID162413,CC(C)CCCCCCOC(=O)C
CID162418,CC(CCC=C(C)C)CC(C)O
CID162452,CC1(CCC=C2C1CCC(C2)(C)O)C
CID162458,COC(=O)C1=CC=CC=C1NC=O
CID162476,CC(=O)OC(C)(CCC1C(O1)(C)C)C=C
CID162479,CC(C)CCCC(C)C(=C)O
CID162481,CC1CC2C3CCC(C3)C2CC1=O
CID162493,C1=CC=C(C=C1)CCOCC=O
CID162512,CC(=O)C1C2CCC(C2)C1(C)C
CID162533,CC1=CC=C(C=C1)CC(OC)OC
CID16255,CCCCCCCC(=O)OCCC(C)C
CID162595,CCCC(C)C=NC1=CC=CC=C1C(=O)OC
CID162626,CCC(C)COC(=O)C1=CC=CC=C1O
CID162627,CCCC(=O)OCC(C)CC
CID16296,CCCCCOC(=O)C1=CC=CC=C1
CID16299,CCCCCOC(=O)C1=CC=CC=C1O
CID16315,C=CCSSSCC=C
CID16324,CCCC(=O)OCC=C
CID163251,CC1=CNC2=CC=CC=C12.CC(CCCC(C)(C)O)CC=O
CID163259,CCC(=O)CCC1C(=CCCC1(C)C)C.C#CCO
CID163261,CCCCCCCC(COC(=O)C)OC(=O)C
CID163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C
CID163267,B(F)(F)F.C[C@]12CCCC([C@H]3[C@H]1CC[C@@H]3C2=C)(C)C.C(=O)O
CID163281,CC(CCCC(C)(C)O)CC=O.C1=CC=C2C(=C1)C=CN2
CID16330,CCCCOC(=O)C1=CC=CC=C1O
CID16331,CCCCOC(=O)CCC(=O)C
CID163345,CC(C)C(=CCC(C)C=O)C
CID163400,CCOC(C)OC(C)(CCCC(C)C)C=C
CID163414,CCC(C)C(=O)N(C)C1=CC=CC=C1
CID163418,CCC1(C2(CCCC1(CC2)C)C)O
CID163529,COC1CC2CC1C3C2CC(C3)C=O
CID163546,CC1OCC2(CC3CCC2C3)CO1
CID163588,CCCC(C)COC(=O)C(C)CCC
CID163617,CC=C1CC2CC1C3C2OCCC3
CID163620,CCOC(=O)OC1C(CCC(C1C)C)C
CID16418,C=CCCC=O
CID164355,CCC1=CC=C(C=C1)CC(C)(C)C#N
CID16441,CC(=C)C1CCC(=CC1)C=O
CID164422,CCC(COC1CCCCC1C(C)(C)C)O
CID164623,CCC(C)C(C(=O)O)O
CID16492,CCCCCCCCCCCCCCCCOCCO
CID165224,CSCCCCCCN=C=S
CID165268,C(C[C@@H](C(=O)O)N)CN=C(N)N.C(CC(=O)O)[C@@H](C(=O)O)N
CID16537,CC1=CCC(CC1)C(C)(C)OC=O
CID165377,C1=C(NC=N1)C[C@@H](C(=O)O)N.O.Cl
CID165675,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C
CID16582,CC(C)COC1=CC2=CC=CC=C2C=C1
CID16590,C=CCSSCC=C
CID16591,CCCSSCC=C
CID16592,CCCSSC
CID16617,CCCCCC(=O)OCCC(C)C
CID166220,CC1=CCC(C1(C)C)CCC(C)CO
CID166246,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3
CID166247,CCC(C)C1CCCCC1(C)OC(=O)C
CID166257,CC(=CCCC(C)(C)OC(=O)C)C=C
CID166302,CC(=CCOC(=O)C=C(C)C)C
CID166341,CCCCCCCCCCOCC=O
CID166343,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC
CID166371,CCCCCCCCCCOC(=O)CC(C)C
CID166374,CC1(CCCC2=C1CC(CC2)C#N)C
CID166421,CCC(=O)OC1CC2CC1CC2=CC
CID166450,CC12CCCC(C1=NO)(CC2)C
CID166486,CCC=CCC=CCCOC(=O)C
CID166500,CCOC(=O)C1C(=C(CCC1(C)C)C)C
CID166504,CCCCC1COC2(O1)CCCC2
CID166517,CC(C)OCCOC(=O)C1=CC=CC=C1O
CID166523,CCCC(C)C1OCC(CO1)(C)CCC
CID166527,C1CCC(CC1)OCCC2=CC=CC=C2
CID16664423,CC1(CSSSS1)C
CID16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
CID16667664,C[C@H](C=O)[C@H]1CC[C@@](O1)(C)C=C
CID16668,COC1=CC=CC2=CC=CC=C21
CID16670,CCCCCCCOC(=O)CC
CID16678,CC1=C(C(=CC=C1)C(C)(C)C)O
CID16701,CC(=O)CCCC1=CC=CC=C1
CID16723410,C/C=C\CCCCCCCC#N
CID16724,CC1=CC[C@@H](CC1=O)C(=C)C
CID16741,C1=CC=C(C=C1)CCN=C=S
CID16751505,CCC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C
CID16760467,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[K+]
CID167812,C[C@H]1CC[C@@H]2[C@]13CC(=C(C)C)[C@](O3)(C=C2C)O
CID16800,CCCCCC1=CC=CC=N1
CID16821,CCCCCCCCC1CCC(=O)O1
CID16832,CCCCCC(=O)OC(C)C
CID16833,CCCCCCCCCC(=O)OC(C)C
CID16846,CCCOC(=O)C1=CC=CC=C1
CID168634,CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C
CID16867,CC1=NCCS1
CID16872,CCCCCCOC(=O)C(C)C
CID16899,CCCCCC=CC=CC=O
CID16907,COC(=O)CS
CID169110,CC(=O)C1=NCCS1
CID16912,CCCCC(C)(C)CO
CID169211,CC1(C2CC=C(C1C2)CC=O)C
CID169223,CCCCCCCCC(=O)OCC(C)C
CID16925,CC1=NC2=CC=CC=C2N=C1C
CID169321,CC(C)CCCCCOC(=O)C
CID169818,CC(CCCC(=C)C)CO
CID169830,CCC1=CC=C(S1)C=O
CID16997,CCC1C=CC(=O)O1
CID17000,CC1CCCC(C1=O)(C)C
CID17004,CC1=CC(=C(C=C1)O)C(C)(C)C
CID170040,CCCCCCCCCC=CCOC(=O)C
CID17008,CC(C)CCC(=O)OC
CID17016,CC1=C(C(=C(C=C1)C)O)C
CID170239,CC(=CCCC(C)(C=C)S)C
CID170284,CC(C)CCCC(C)CC#N
CID170358,C([C@@H](C(=O)O)N)C(=O)N.O
CID170623,CCCCCCCCCCCCCC(=O)OCCCCCC
CID170687,C1CCCCCC2COCC2CCCC1
CID170833,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C
CID17090,CC(CCC=C(C)C)C=C
CID17092,CCCCCCCCCCCC#N
CID170948,CCCC(=O)OCC(C)OC(=O)CCC
CID170977,CCCCCCCC(C=C)O
CID17100,CC1=CCC(CC1)C(C)(C)O
CID1711945,CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C
CID1712058,CCCCC/C(=C/C1=CC=CC=C1)/C=O
CID1712087,C[C@@H]1CCO[C@@H](C1)C=C(C)C
CID17121,CCCCCC(C=C)OC(=O)C
CID17129,CCC(C)COC(=O)C(C)CC
CID1713001,CC(=CCC/C(=C\CCC(=O)C)/C)C
CID17131,CC1=CC2=C(C=C1)C=CC(=O)O2
CID1714993,CCCCCCC[C@@H]1CCCC(=O)O1
CID1714996,CCCCC[C@@H]1CCCC(=O)O1
CID1715213,C[C@@H](CC1=CC=C(C=C1)C(C)(C)C)C=O
CID17166,CCCCCCC=CC=O
CID17198,CC(=O)C1=CC(=C(C(=C1)OC)O)OC
CID17243,CCCC=CCOC(=O)C
CID172501,CC(C)CC(C)CCCC(C)O
CID172843,CC1CC(CC(=O)O1)(C)C
CID172936,CC(C)CCCCCCCCCCCCCCC(=O)O.C([C@@H]([C@H]([C@@H](C(O)O)O)O)O)O
CID173312,CCCCCC(=O)OCSC
CID173534,CCCCCC(=O)OCC=C(C)C
CID173535,CC(C)C(=O)OCC=C(C)C
CID173536,CCCCC(=O)C1=C(CCCC1(C)C)C
CID17355,CC(=O)CCC1=CC=CC=C1
CID17356,C1CCC(CC1)SSC2CCCCC2
CID17365,CCOC(=O)COC1=CC=CC=C1
CID1738122,CCCCC[C@H]1[C@H](CCC1=O)CC(=O)OC
CID1738173,CC(C)CC(=O)/C=C/C(C)C
CID173843,CCCCC1C2=C(C=CCC2)C(=O)O1
CID173849,CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C
CID1742210,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2
CID174490,CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
CID174766,CC1=CC2=C(C(=C1C=O)OC)C(CCC2(C)C)(C)C
CID174845,CCC12CCC(C1)C(C2)C3(CCCCC3)O
CID175002,CC(=O)OC1CC2CCC1(OC2(C)C)C
CID175039,CC1C2CC(C2(C)C)CC1S
CID175170,CCOC1=NC=CN=C1C(C)C
CID175211,CCOC(C)(CCC=C(C)C)C=C
CID175220,CCCCCCCOCC(=O)CO
CID17525,CCCCCCOC(=O)CCC
CID175273,C1C=CC2C1C3CC2CC3OCC=O
CID175366,CCC1=NC=CN=C1SC
CID175381,CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C
CID175553,CCCCCCCC(CCCC(=O)OCC(CO)O)O
CID175572,CC(C)OC(=O)CC1=CCCCC1
CID175596,CC1CCC2(CC1)CCC(=O)O2
CID175609,CCC1=C(C(CCC1C)(C)C)C(=O)OCC
CID175612,CC1(CC(C2=CCCCC21)(C)C=O)C
CID175661,CC1=CCC(CC1)C(C)CC2CCCC2=O
CID1757003,CC(=CCC/C(=C/C=C/C(=O)C)/C)C
CID17586,CCC(C)OCC
CID175948,CC1=CC(=CC=C1)CC(C)(C)CO
CID176,CC(=O)O
CID17617,C=CCOC(=O)CCC1CCCCC1
CID17623,CC(=O)NC1=CC=CC=C1C(=O)OC
CID17691,CC1=CC(=O)CC1
CID17696,CC1SC(SC(S1)C)C
CID17697,CCCCCCCCCCCCCCC=O
CID176983,CC1=CC=C(CC1)C(=C)C
CID177,CC=O
CID177050,C[C@@H](CO)C1=CC=CC=C1
CID17739,CCCC1=CC(=C(C=C1)O)OC
CID178,CC(=O)N
CID17816,CC(C)CC(=O)OCC=C
CID17822157,CCCC(=O)CSC
CID17824126,CC1C2CCC(C2)(C1(C)C)C3(CCCCC3)O
CID17867063,CC1C2=C(C=CC=C2OC1=O)C
CID17868,CC1=CCC2(C1C2)C(C)C
CID17877030,CC1=C(C=CC(=C1)CC(C)C)CCC=O
CID17898,CC1=NC=CN=C1OC
CID179,CC(C(=O)C)O
CID17972365,CC(C1CCCC(C1)(C)C)OC(C)(C)COC(=O)C=C
CID17977981,CCCOS(=S)C
CID180,CC(=O)C
CID18000835,CCCCC1=CN=CO1
CID180122,CC1C2CC3CC1C(C(C2)C3=C)O
CID18015,CCCCCCCCCCCCCCCCS
CID18027,CCCCCCCCCCCCCCCC(=O)C
CID18064,CSS(=O)(=O)C
CID181106,CCCCCCC(=O)C=C
CID181575,CCC=CC=CC(=O)C
CID18159637,COC1=C(C=C(C=C1)/C=C/C(=O)NCCC2=CC3=C(C=C2)OCO3)OC
CID181747,CCC=CCC=CC=CC=O
CID18185507,CCC(S)SC(CC)S
CID18280,CC(C)C(C)C(C)(C)O
CID18309,CC1CCCC(C1)(C)C
CID18356807,CC(C)CCC1CCC(CC1)O
CID18363691,CC(=O)OC(C1=CC=CC=C1)O
CID183870,CCCCCC[C@@H]1CCC(=O)O1
CID184493,CC1(CCCCC(C1(CC=C)O)(C)C)C
CID18467,COC1=NC=CN=C1
CID184852,C=CCCCCN=C=S
CID18522,CC1C(=O)CCO1
CID18539813,CC1OCCC(S1)(C)C
CID18539814,CCC1OCCC(S1)(C)C
CID18554,CCC1=CC=CO1
CID18598146,CCC1CCC2(CC1)CCC(=O)O2
CID18605,CCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC
CID18635,CSCCC=O
CID18645216,C/C=C/C=C\1/C(=CC(=O)CC1(C)C)C
CID18686,CCOC(=O)C1CCCCC1
CID18696447,CC(C)CCC(=O)OCC=C
CID18698,CCCCC1CCCC(=O)O1
CID18728909,CCC(C)C(=O)OCCCCO
CID18756,CC(=CCC=C(C)C=C)C
CID18757749,CC(C)CCCCOC(=O)C(C)C
CID18818,CC(C)C12CCC(=C)C1C2
CID18826,C1CCCCC(=O)OCCCCCOCCCC1
CID18827,CCCCCC(C=C)O
CID18898,CC(=O)C1=C(C=CO1)O
CID18938,CC(CCO)CC(C)(C)C
CID18955245,CC(CO)COC1CC2CCC1(C2(C)C)C
CID18974564,CCC(C)(C)C1CCC(CC1)OCC
CID19022215,CCCC(=O)OCCCCO
CID19059,CCCCCCCCCCCCCCCCOP(=O)(O)O
CID19089,COCCC1=CC=CC=C1
CID19100,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O
CID19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C
CID19165,CC1=CC(=CC=C1)OC2=CC=CC=C2
CID19188,C1=CC=C(C=C1)OCC(=O)O
CID19223,CC(CCCC(C)(C)OC)CC=O
CID19233,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O
CID19243,C[C@@H]1CC[C@@H](C(C1)O)C(C)C
CID19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C
CID19309,CC1C(=O)C(=C(O1)C)O
CID19310,CSSSC
CID19315,CC(=O)CCCCC=C
CID193458,COC1=CC=C(C=C1)C(=O)OCC(=O)O
CID193527,CC(=O)C1(CC2(C(O1)(OC(O2)(C)C(=O)C)C)O)C
CID19425778,CCCC(=O)OC1=CC=CO1
CID19499,CC=CC(=O)O
CID19518,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-]
CID19543,CC(=C)CC(=O)C
CID196,C(CCC(=O)O)CC(=O)O
CID19602,CCCCCC1=CC=CO1
CID19603,CCCCCCCC1=CC=CO1
CID19633,CC(=CCCC(=CCCC(=O)C)C)C
CID196435,CC1(CCCC2(C1CCC3C2CCO3)C)C
CID19693163,CC(C)CCCCCCCCCCOC(/C=C(\C)/CCC=C(C)C)OCCCCCCCCCCC(C)C
CID19695,CCOC(CC(C)C)OCC
CID19707,CCCC(=O)C(=O)C
CID19737259,CCC(CS)C(=O)OCC
CID19754,CCCSC
CID19758701,[O-][Si](=O)[O-].[O-][Si](=O)[O-].[Na+].[Al+3]
CID19782729,CC(=O)C1=NC=CO1
CID19792960,CCC1CC2CC1CC2OC
CID19793,CC1(CC(C2=CC=CC=C21)(C)C3=CC=CC=C3)C
CID19802217,CC(C)C(C(=O)C)S
CID19815003,CC(CC(NC1=CC=CC=C1C(=O)OC)O)C2=CC=CC=C2
CID19820742,CCC(C)C(=O)S
CID19830424,CC1C2CC3CC1C(C(C2)C3=C)OC(=O)C
CID19838,CCOC(=O)C(C)(C)C
CID19844,COC1=C(C=CC(=C1)C(=O)OC)O
CID198473,C(CC(=O)[O-])[C@@H](C(=O)[O-])N.[Mg+2]
CID198512,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C
CID19857768,CCCC(=O)OC(C)CC1=CC=CC=C1
CID19863975,CCC(C)CN1C=CC=C1
CID19871663,CC(C)CCC(C)C(C)O
CID19872333,CCCC(=O)OC1=C(OC(C1=O)C)C
CID19876973,CCCCC1C(O1)C=O
CID19878,CC(C)(C)C1=CC=NC=C1
CID19963983,CCC(OCC(C)C)OCC(C)C
CID19964035,CCC(OCC)OCC(C)C
CID19964037,CCC(OC)OCC
CID19989124,CCCCC(O)S
CID19993347,CCCCCCC1COCC(=O)O1
CID19999,CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
CID20046,CC1C(CCC1(C)O)C(=C)C
CID20055408,C[C@H](C(=O)NC1C(SC1(C)C)(C)C)NC(=O)[C@H](CC(=O)O)N.C[C@H](C(=O)NC1C(SC1(C)C)(C)C)NC(=O)[C@H](CC(=O)O)N.O.O.O.O.O
CID20055523,CC(C)[C@@]12CC[C@]([C@@H]1C2)(C)O
CID20063,CCCSCC
CID20083,CCCCCCC(C)O
CID20158044,CSCC1=CSC=C1
CID20200,CCC=CCC(=O)O
CID20219,CCCCCCCC(=O)OCC=C
CID20224800,CCC(C)CCCCCCC=O
CID20263,CC1=CC2=CC=CC=C2O1
CID20268659,CC1C=CC2(O1)C=C(CCC2C(C)C)C
CID20268662,CC1CC=C(C2(C1(C)C)C=CC(O2)C)C
CID20280,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]
CID20313890,CC1=C(C=CO1)SSC2CCCCC2
CID20314017,CCC#CC(=O)C(OC)OC
CID20330071,CCCCC(C)(CC)C(=O)OCC
CID20332432,CC1=C(C(CCC1)(C)C)C(=O)CC(C)SC
CID20350,CC1=CCC(CC1)C(=O)O
CID20354,CCCC(=O)OC1=CC=CC=C1
CID20357,CCCCCCC1OCC(O1)C
CID20358,C1CCC(CC1)OC=O
CID20381858,CSC/C(=C\C1=CC=CC=C1)/C=O
CID20442793,CC1CC(C(O1)C)S
CID20487,C1CCC2C(C1)CCC(=O)O2
CID20499,C1=COC(=C1)CSSCC2=CC=CO2
CID205,CC(C(C(=O)O)N)O
CID20508,C1CCC(CC1)CCO
CID20519098,CCCCC(=O)C(CCC)S
CID20534,CCCCC1=CC=CO1
CID20560352,CCC(=O)C1=NC(=CS1)C
CID20560364,CCC(C)C(=O)OCC1=CC=CO1
CID20561539,CC1CC(=CCC1C(CC=C)O)C
CID20590,CC1=CCC(C1(C)C)C(=O)C
CID206037,CSCCCCCN=C=S
CID20653,CCCCC(C)C(=O)O
CID20656016,CCOC(=O)C(C)C(C)S
CID20739,CC(C)C1CCC(CC1)O
CID20745,CC(CCC=C(C)C)O
CID20748,COC(=O)C1CCCCC1
CID20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
CID20799,CC=C(C)CO
CID20819,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O.[Na+].[Na+]
CID20831806,CCOC(=O)/C=C(\CC(=O)O)/C(=O)O
CID20831821,CC1=C(CCO1)SC(=O)C
CID20836195,C/C=C\CC/C=C/C=O
CID20836197,CC(/C(=C(/C)\C(=O)C)/C)C(C)(C)C
CID20836219,CC/C=C\CCOC(=O)CC(=O)C
CID20836301,CC/C=C\CCOC(=O)C(CC)CC
CID20836326,CCCC/C=C\CCOC(=O)CC
CID20836345,CC/C=C\CCOC(CC)OC
CID20837773,CC(=CC/C=C(/C)\CC=O)C
CID20837878,C[C@H]1CC[C@H]([C@H]2C1=CC(C(=C2)C)O)C(C)C
CID20837946,C1CCCCC(=O)CCCCC/C=C/CCC1
CID20838599,CC1=CC[C@H](CC1)C(C)(C)OC(=O)/C=C/C2=CC=CC=C2
CID20838880,CC/C=C\CCOCC=O
CID20839647,CC/C=C\CCOC(=O)/C(=C/CC)/C
CID20841446,CCC(/C=C/C1=C(CCCC1(C)C)C)OC(=O)C
CID20858,CCC(OCC)OCC
CID20859,CCC(OC)OC
CID20861,CCC1=CC=C(C=C1)C=O
CID208861,CCCCCC(=O)OCC=CC
CID208862,CCCCCC(OCCC(C)C)OCCC(C)C
CID208863,CCCCCC(OCCCC)OCCCC
CID20928,CCCC(C=C)O
CID20959,CCCCCC1CCCC1=O
CID20970,C1CSCS1
CID20981461,CCCCCCC=CC=C
CID20981956,CCCC1C(O1)C=CC=O
CID20995,CCCCCC1=CC=CS1
CID21003,C1CCC(C1)C2CCCC2=O
CID21006,CCCCCCCCOC(=O)CCCCC
CID21057,CCCCC(C=C)O
CID21059,CCC1=C(C(=O)C=CO1)O
CID21085,CC(C)CCCC(C)C=C
CID21108,CC(=O)CCCCCC=C
CID21116700,CC(C)C(=O)O[C@H]1C[C@H]2CC[C@@]1(C2(C)C)C
CID21121987,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N.Cl.Cl
CID21125296,C[C@@H]1CC[C@@H]2[C@]13CC[C@]([C@H](C3)C2(C)C)(C)C(=O)C
CID21149427,CC1=CC[C@H](C1(C)C)CCOC(=O)C
CID21156163,CC1C(CCC1(C)OC(=O)C)C(=C)C
CID21158617,C/C=C\CCCCC=O
CID21159448,CCOC(=O)CC/C=C\CC=C
CID21159742,CCC/C=C\CCOC(=O)C
CID21186827,CCC1=CN=C(C=N1)C(=O)C
CID21226152,[O-][Si](=O)[O-].[Mg+2].[Al+3]
CID21251947,CCCCCSS
CID21263168,CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C
CID21265,CC(=CCOC(=O)C1=CC=CC=C1)C
CID212930,CC(=O)C=CC1=CC=CO1
CID21304742,CC1=NC(=CS1)CC(C)C
CID21363,C1CCC(CC1)CC(=O)O
CID21434157,CCCC(CC)CCC(=O)O
CID21467047,CC1=CCC(C1(C)C)C(=C)CC(C)C=O
CID21498028,CC(C)C(CCC(C)O)CCC(C)O
CID21503,CCCCCCOC(C)OCCCCCC
CID21545434,CCCCSSS
CID21546135,CC(C1=CC=CO1)SC
CID21554588,CC1=NC=C2COCC2=N1
CID21554596,CC1C2=NC(=NC=C2CO1)C
CID21574,CC(CC=O)CC(C)(C)C
CID215850,CN1CCNC2=CC=CC=C21
CID21595,CCOC(=O)CC1CCCCC1
CID21596,CCCCCCC(=O)OCCCC
CID21606,CCCCCCCC(=O)OC(C)C
CID21625,CCOC(=O)CCS
CID216439,CC1=CCC(CC1OC(=O)CC(C)C)C(=C)C
CID21648,CC(=O)CCC1=CC=C(C=C1)O
CID21660211,CCC(C)C(=S)OCC
CID21675065,C[C@@]12CC[C@@H](C1)C([C@]2(C)O)(C)C
CID21723990,C[C@@H]1CC[C@@H]2[C@@]13C[C@H](C2(C)C)[C@@H](C(=O)C3)C
CID21768,CC(=CCCC(=CC#N)C)C
CID21773712,CC(C)CC1SC(SS1)CC(C)C
CID21813,CCC(C)CCCCCCC(=O)O
CID21828,CC1SCCS1
CID21856063,CC(=C(C)C1CCCCO1)C
CID21859,CC(C)CCCCCCCCCCCCCCC(=O)O
CID21870,C1COC(O1)C=CC2=CC=CC=C2
CID21885113,C1CC2CC1C3C2C(C(C3)CO)CO
CID21885377,C=CCCCC1CCCC(=O)O1
CID21895,C1C(OC(O1)CC2=CC=CC=C2)CO
CID21909238,CC(C(C)O)C(=C)C(C)C(C)(C)C
CID219171,CCCCOC(C1=CC=CC=C1)OCCCC
CID21918450,CCCCC(CC)CCC=O
CID21932486,CC(=CCC/C(=C\COC(=O)C1=CC=CC=C1N)/C)C
CID21932488,CCCCC1(CCCCC1)OC(=O)C
CID21933618,CCC(=O)OCC(=O)OC(C)C1CCCC(C1)(C)C
CID219357,C=C1CCCC=C1
CID21940939,CC1=CC=CC=C1SSC
CID219461,CC1CSSC1
CID219672,CC(C)CC(=O)CC1=CC=CC=C1
